name,pai,material,LOO_group,path,partition
modelling_clay_s_675_10_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_675_10_orig.jpg,test
modelling_clay_s_680_8_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_680_8_orig.jpg,test
modelling_clay_14_9_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_14_9_orig.jpg,test
modelling_clay_s_679_8_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_679_8_orig.jpg,test
modelling_clay_s_682_9_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_682_9_orig.jpg,test
modelling_clay_s_684_9_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_684_9_orig.jpg,test
modelling_clay_672_9_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_672_9_orig.jpg,test
modelling_clay_663_9_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_663_9_orig.jpg,test
modelling_clay_667_9_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_667_9_orig.jpg,test
modelling_clay_s_678_8_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_678_8_orig.jpg,test
modelling_clay_s_679_10_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_679_10_orig.jpg,test
modelling_clay_669_8_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_669_8_orig.jpg,test
modelling_clay_10_10_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_10_10_orig.jpg,test
modelling_clay_672_10_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_672_10_orig.jpg,test
modelling_clay_13_10_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_13_10_orig.jpg,test
modelling_clay_s_682_10_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_682_10_orig.jpg,test
modelling_clay_673_7_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_673_7_orig.jpg,test
modelling_clay_9_9_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_9_9_orig.jpg,test
modelling_clay_s_262_10_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_262_10_orig.jpg,test
modelling_clay_670_8_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_670_8_orig.jpg,test
modelling_clay_s_683_7_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_683_7_orig.jpg,test
modelling_clay_s_264_7_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_264_7_orig.jpg,test
modelling_clay_674_7_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_674_7_orig.jpg,test
modelling_clay_673_9_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_673_9_orig.jpg,test
modelling_clay_10_9_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_10_9_orig.jpg,test
modelling_clay_s_265_10_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_265_10_orig.jpg,test
modelling_clay_s_262_8_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_262_8_orig.jpg,test
modelling_clay_s_677_8_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_677_8_orig.jpg,test
modelling_clay_672_8_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_672_8_orig.jpg,test
modelling_clay_s_271_9_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_271_9_orig.jpg,test
modelling_clay_1_4_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_1_4_orig.jpg,test
modelling_clay_s_679_9_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_679_9_orig.jpg,test
modelling_clay_670_10_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_670_10_orig.jpg,test
modelling_clay_s_269_9_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_269_9_orig.jpg,test
modelling_clay_s_676_7_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_676_7_orig.jpg,test
modelling_clay_13_9_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_13_9_orig.jpg,test
modelling_clay_s_677_7_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_s_677_7_orig.jpg,test
modelling_clay_8_10_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_8_10_orig.jpg,test
modelling_clay_14_10_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_14_10_orig.jpg,test
modelling_clay_673_8_orig,modelling_clay,modelling_clay,default_color,COLFISPOOF/modelling_clay/modelling_clay/modelling_clay_673_8_orig.jpg,test
mouldable_glue_red_6_3_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_6_3_orig.jpg,train
mouldable_glue_red_23_7_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_23_7_orig.jpg,train
mouldable_glue_red_s_25_8_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_25_8_orig.jpg,train
mouldable_glue_red_s_10_5_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_10_5_orig.jpg,train
mouldable_glue_red_19_8_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_19_8_orig.jpg,train
mouldable_glue_red_7_5_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_7_5_orig.jpg,train
mouldable_glue_red_25_8_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_25_8_orig.jpg,train
mouldable_glue_red_3_3_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_3_3_orig.jpg,train
mouldable_glue_red_s_19_10_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_19_10_orig.jpg,train
mouldable_glue_red_9_4_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_9_4_orig.jpg,train
mouldable_glue_red_s_2_5_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_2_5_orig.jpg,train
mouldable_glue_red_s_328_7_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_328_7_orig.jpg,train
mouldable_glue_red_9_3_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_9_3_orig.jpg,train
mouldable_glue_red_18_10_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_18_10_orig.jpg,train
mouldable_glue_red_1_3_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_1_3_orig.jpg,train
mouldable_glue_red_22_9_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_22_9_orig.jpg,train
mouldable_glue_red_17_8_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_17_8_orig.jpg,train
mouldable_glue_red_s_3_3_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_3_3_orig.jpg,train
mouldable_glue_red_11_4_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_11_4_orig.jpg,train
mouldable_glue_red_s_4_5_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_4_5_orig.jpg,train
mouldable_glue_red_s_327_8_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_327_8_orig.jpg,train
mouldable_glue_red_s_324_8_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_324_8_orig.jpg,train
mouldable_glue_red_s_9_5_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_9_5_orig.jpg,train
mouldable_glue_red_s_328_8_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_328_8_orig.jpg,train
mouldable_glue_red_6_2_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_6_2_orig.jpg,train
mouldable_glue_red_1_4_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_1_4_orig.jpg,train
mouldable_glue_red_17_7_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_17_7_orig.jpg,train
mouldable_glue_red_s_14_9_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_14_9_orig.jpg,train
mouldable_glue_red_s_323_8_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_323_8_orig.jpg,train
mouldable_glue_red_s_330_8_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_330_8_orig.jpg,train
mouldable_glue_red_s_5_5_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_5_5_orig.jpg,valid
mouldable_glue_red_4_4_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_4_4_orig.jpg,valid
mouldable_glue_red_s_8_2_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_8_2_orig.jpg,valid
mouldable_glue_red_s_11_4_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_11_4_orig.jpg,valid
mouldable_glue_red_8_4_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_8_4_orig.jpg,valid
mouldable_glue_red_s_12_4_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_12_4_orig.jpg,valid
mouldable_glue_red_16_9_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_16_9_orig.jpg,valid
mouldable_glue_red_s_15_9_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_15_9_orig.jpg,valid
mouldable_glue_red_s_6_5_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_6_5_orig.jpg,valid
mouldable_glue_red_s_19_9_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_19_9_orig.jpg,valid
mouldable_glue_red_2_5_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_2_5_orig.jpg,valid
mouldable_glue_red_s_326_8_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_326_8_orig.jpg,valid
mouldable_glue_red_13_5_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_13_5_orig.jpg,valid
mouldable_glue_red_16_10_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_16_10_orig.jpg,valid
mouldable_glue_red_15_9_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_15_9_orig.jpg,valid
mouldable_glue_red_s_325_7_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_325_7_orig.jpg,valid
mouldable_glue_red_15_8_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_15_8_orig.jpg,valid
mouldable_glue_red_24_9_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_24_9_orig.jpg,valid
mouldable_glue_red_s_7_5_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_7_5_orig.jpg,valid
mouldable_glue_red_22_10_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_22_10_orig.jpg,valid
mouldable_glue_red_14_5_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_14_5_orig.jpg,test
mouldable_glue_red_s_5_4_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_5_4_orig.jpg,test
mouldable_glue_red_s_329_7_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_329_7_orig.jpg,test
mouldable_glue_red_s_10_4_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_10_4_orig.jpg,test
mouldable_glue_red_8_3_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_8_3_orig.jpg,test
mouldable_glue_red_s_9_4_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_9_4_orig.jpg,test
mouldable_glue_red_5_4_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_5_4_orig.jpg,test
mouldable_glue_red_s_327_7_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_327_7_orig.jpg,test
mouldable_glue_red_s_4_4_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_4_4_orig.jpg,test
mouldable_glue_red_5_5_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_5_5_orig.jpg,test
mouldable_glue_red_21_8_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_21_8_orig.jpg,test
mouldable_glue_red_7_4_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_7_4_orig.jpg,test
mouldable_glue_red_10_4_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_10_4_orig.jpg,test
mouldable_glue_red_25_7_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_25_7_orig.jpg,test
mouldable_glue_red_14_4_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_14_4_orig.jpg,test
mouldable_glue_red_20_9_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_20_9_orig.jpg,test
mouldable_glue_red_s_323_7_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_323_7_orig.jpg,test
mouldable_glue_red_s_1_4_orig,mouldable_glue_red,mouldable_glue,default_color,COLFISPOOF/mouldable_glue/mouldable_glue_red/mouldable_glue_red_s_1_4_orig.jpg,test
